WmoStationNumber,StationNameThai,StationNameEnglish,Province,Latitude,Longitude,Observation
48460,เกาะสีชัง,KO SICHANG,ชลบุรี,"{'@Unit': 'decimal degree', '#text': '13.16167'}","{'@Unit': 'decimal degree', '#text': '100.80194'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.30'}, 'Temperature': {'@Unit': 'celcius', '#text': '29.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '35.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '1.4'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.8'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.2'}, 'RelativeHumidity': {'@Unit': '%', '#text': '68'}, 'WindDirection': {'@Unit': 'degree', '#text': '250'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '4'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48461,พัทยา,PHATTHAYA,ชลบุรี,"{'@Unit': 'decimal degree', '#text': '12.92000'}","{'@Unit': 'decimal degree', '#text': '100.86944'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.42'}, 'Temperature': {'@Unit': 'celcius', '#text': '29.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.0'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.8'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.8'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.5'}, 'RelativeHumidity': {'@Unit': '%', '#text': '71'}, 'WindDirection': {'@Unit': 'degree', '#text': '250'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '7'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48477,สัตหีบ,SATTAHIP,ชลบุรี,"{'@Unit': 'decimal degree', '#text': '12.68333'}","{'@Unit': 'decimal degree', '#text': '100.98333'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.17'}, 'Temperature': {'@Unit': 'celcius', '#text': '29.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.5'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.2'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '28.4'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.4'}, 'RelativeHumidity': {'@Unit': '%', '#text': '74'}, 'WindDirection': {'@Unit': 'degree', '#text': '250'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '6'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48463,แหลมฉบัง,LAEM CHABANG,ชลบุรี,"{'@Unit': 'decimal degree', '#text': '13.07694'}","{'@Unit': 'decimal degree', '#text': '100.87583'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.26'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.5'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.8'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.7'}, 'RelativeHumidity': {'@Unit': '%', '#text': '72'}, 'WindDirection': {'@Unit': 'degree', '#text': '290'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '7'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48465,เพชรบุรี,PHETCHA BURI,เพชรบุรี,"{'@Unit': 'decimal degree', '#text': '12.99944'}","{'@Unit': 'decimal degree', '#text': '100.06056'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.82'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.8'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.4'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '24.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.9'}, 'RelativeHumidity': {'@Unit': '%', '#text': '70'}, 'WindDirection': {'@Unit': 'degree'}, 'WindSpeed': {'@Unit': 'km/h'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48478,ระยอง,RAYONG,ระยอง,"{'@Unit': 'decimal degree', '#text': '12.63222'}","{'@Unit': 'decimal degree', '#text': '101.34361'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.74'}, 'Temperature': {'@Unit': 'celcius', '#text': '29.6'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.5'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.5'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '29.4'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.1'}, 'RelativeHumidity': {'@Unit': '%', '#text': '74'}, 'WindDirection': {'@Unit': 'degree', '#text': '270'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '10'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48479,ห้วยโป่ง สกษ.,HUAI PONG AGROMET.,ระยอง,"{'@Unit': 'decimal degree', '#text': '12.73500'}","{'@Unit': 'decimal degree', '#text': '101.13500'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.14'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.5'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.9'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.8'}, 'RelativeHumidity': {'@Unit': '%', '#text': '81'}, 'WindDirection': {'@Unit': 'degree', '#text': '240'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '3'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48480,จันทบุรี,CHANTHA BURI,จันทบุรี,"{'@Unit': 'decimal degree', '#text': '12.61667'}","{'@Unit': 'decimal degree', '#text': '102.11333'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.47'}, 'Temperature': {'@Unit': 'celcius', '#text': '26.9'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.5'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '1.2'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.0'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-2.4'}, 'RelativeHumidity': {'@Unit': '%', '#text': '94'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '55.70'}}"
48481,พลิ้ว สกษ.,PHLIU  AGROMET.,จันทบุรี,"{'@Unit': 'decimal degree', '#text': '12.50861'}","{'@Unit': 'decimal degree', '#text': '102.17305'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.59'}, 'Temperature': {'@Unit': 'celcius', '#text': '25.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '31.8'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.8'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '24.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-1.0'}, 'RelativeHumidity': {'@Unit': '%', '#text': '97'}, 'WindDirection': {'@Unit': 'degree', '#text': '220'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '2'}, 'Rainfall': {'@Unit': 'mm', '#text': '36.00'}}"
48500,ประจวบคีรีขันธ์,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,"{'@Unit': 'decimal degree', '#text': '11.83333'}","{'@Unit': 'decimal degree', '#text': '99.83333'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.00'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.2'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.8'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.3'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.4'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.3'}, 'RelativeHumidity': {'@Unit': '%', '#text': '77'}, 'WindDirection': {'@Unit': 'degree', '#text': '270'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '6'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48475,หัวหิน,HUA HIN,ประจวบคีรีขันธ์,"{'@Unit': 'decimal degree', '#text': '12.58611'}","{'@Unit': 'decimal degree', '#text': '99.96250'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.18'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.8'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '35.4'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.4'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.3'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.1'}, 'RelativeHumidity': {'@Unit': '%', '#text': '79'}, 'WindDirection': {'@Unit': 'degree', '#text': '180'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '2'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48474,หนองพลับ สกษ.,NONG PHLUB AGROMET.,ประจวบคีรีขันธ์,"{'@Unit': 'decimal degree', '#text': '12.58333'}","{'@Unit': 'decimal degree', '#text': '99.73333'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.30'}, 'Temperature': {'@Unit': 'celcius', '#text': '25.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.5'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-4.0'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.0'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.4'}, 'RelativeHumidity': {'@Unit': '%', '#text': '88'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48501,ตราด,TRAD,ตราด,"{'@Unit': 'decimal degree', '#text': '11.76667'}","{'@Unit': 'decimal degree', '#text': '102.88333'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.88'}, 'Temperature': {'@Unit': 'celcius', '#text': '26.3'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '1.6'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.4'}, 'RelativeHumidity': {'@Unit': '%', '#text': '93'}, 'WindDirection': {'@Unit': 'degree', '#text': '320'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '8'}, 'Rainfall': {'@Unit': 'mm', '#text': '21.90'}}"
48517,ชุมพร,CHUMPHON,ชุมพร,"{'@Unit': 'decimal degree', '#text': '10.49875'}","{'@Unit': 'decimal degree', '#text': '99.18847'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.94'}, 'Temperature': {'@Unit': 'celcius', '#text': '26.4'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.1'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.2'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.2'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '1.2'}, 'RelativeHumidity': {'@Unit': '%', '#text': '92'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '11.30'}}"
48520,สวี สกษ.,SAWI AGROMET.,ชุมพร,"{'@Unit': 'decimal degree', '#text': '10.33333'}","{'@Unit': 'decimal degree', '#text': '99.10000'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.99'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.1'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.8'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.5'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.4'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '2.3'}, 'RelativeHumidity': {'@Unit': '%', '#text': '88'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '2.20'}}"
48532,ระนอง,RANONG,ระนอง,"{'@Unit': 'decimal degree', '#text': '9.98333'}","{'@Unit': 'decimal degree', '#text': '98.61667'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1007.01'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.3'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '29.4'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.6'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.0'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '2.1'}, 'RelativeHumidity': {'@Unit': '%', '#text': '86'}, 'WindDirection': {'@Unit': 'degree', '#text': '200'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '4'}, 'Rainfall': {'@Unit': 'mm', '#text': '21.50'}}"
48551,สุราษฎร์ธานี,SURAT THANI,สุราษฎร์ธานี,"{'@Unit': 'decimal degree', '#text': '9.13556'}","{'@Unit': 'decimal degree', '#text': '99.15194'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1007.64'}, 'Temperature': {'@Unit': 'celcius', '#text': '24.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.0'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.3'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '24.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.3'}, 'RelativeHumidity': {'@Unit': '%', '#text': '95'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48550,เกาะสมุย,KO SAMUI,สุราษฎร์ธานี,"{'@Unit': 'decimal degree', '#text': '9.46667'}","{'@Unit': 'decimal degree', '#text': '100.05000'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.06'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.3'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.0'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.7'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '1.2'}, 'RelativeHumidity': {'@Unit': '%', '#text': '79'}, 'WindDirection': {'@Unit': 'degree', '#text': '250'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '3'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48555,สุราษฎร์ธานี สกษ.,SURAT THANI AGROMET.,สุราษฎร์ธานี,"{'@Unit': 'decimal degree', '#text': '9.10000'}","{'@Unit': 'decimal degree', '#text': '99.63333'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1007.69'}, 'Temperature': {'@Unit': 'celcius', '#text': '26.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '31.5'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.7'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.0'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '1.2'}, 'RelativeHumidity': {'@Unit': '%', '#text': '96'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '5.90'}}"
48556,พระแสง สอท.,PHRA SANG,สุราษฎร์ธานี,"{'@Unit': 'decimal degree', '#text': '8.57022'}","{'@Unit': 'decimal degree', '#text': '99.25825'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1007.19'}, 'Temperature': {'@Unit': 'celcius', '#text': '24.6'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '31.3'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.2'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '24.1'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.3'}, 'RelativeHumidity': {'@Unit': '%', '#text': '96'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '8.10'}}"
48552,นครศรีธรรมราช,NAKHONSI THAMMARAT,นครศรีธรรมราช,"{'@Unit': 'decimal degree', '#text': '8.53778'}","{'@Unit': 'decimal degree', '#text': '99.94722'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.07'}, 'Temperature': {'@Unit': 'celcius', '#text': '26.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '31.4'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.0'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.5'}, 'RelativeHumidity': {'@Unit': '%', '#text': '92'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '1.30'}}"
48554,นครศรีธรรมราช สกษ.,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช,"{'@Unit': 'decimal degree', '#text': '8.35931'}","{'@Unit': 'decimal degree', '#text': '100.00000'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.51'}, 'Temperature': {'@Unit': 'celcius', '#text': '25.8'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '31.7'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.4'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.4'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.4'}, 'RelativeHumidity': {'@Unit': '%', '#text': '89'}, 'WindDirection': {'@Unit': 'degree', '#text': '230'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '4'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48557,ฉวาง,CHAWANG,นครศรีธรรมราช,"{'@Unit': 'decimal degree', '#text': '8.42472'}","{'@Unit': 'decimal degree', '#text': '99.50667'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1007.46'}, 'Temperature': {'@Unit': 'celcius', '#text': '24.4'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '29.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-3.5'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '24.3'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.1'}, 'RelativeHumidity': {'@Unit': '%', '#text': '97'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '7.10'}}"
48560,พัทลุง สกษ.,PHATTHALUNG AGROMET.,พัทลุง,"{'@Unit': 'decimal degree', '#text': '7.58333'}","{'@Unit': 'decimal degree', '#text': '100.16667'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.37'}, 'Temperature': {'@Unit': 'celcius', '#text': '26.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '31.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.6'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.1'}, 'RelativeHumidity': {'@Unit': '%', '#text': '93'}, 'WindDirection': {'@Unit': 'degree', '#text': '310'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '4'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.80'}}"
48561,ตะกั่วป่า,TAKUA PA,พังงา,"{'@Unit': 'decimal degree', '#text': '8.68417'}","{'@Unit': 'decimal degree', '#text': '98.25222'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.76'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.0'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.5'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '2.5'}, 'RelativeHumidity': {'@Unit': '%', '#text': '78'}, 'WindDirection': {'@Unit': 'degree', '#text': '240'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '6'}, 'Rainfall': {'@Unit': 'mm', '#text': '8.00'}}"
48564,ภูเก็ต,PHUKET,ภูเก็ต,"{'@Unit': 'decimal degree', '#text': '7.88333'}","{'@Unit': 'decimal degree', '#text': '98.40000'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.60'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.2'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '30.5'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.0'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.8'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '1.8'}, 'RelativeHumidity': {'@Unit': '%', '#text': '83'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '44.90'}}"
48565,ภูเก็ต (ศูนย์ฯ),PHUKET AIRPORT,ภูเก็ต,"{'@Unit': 'decimal degree', '#text': '8.14500'}","{'@Unit': 'decimal degree', '#text': '98.31444'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.25'}, 'Temperature': {'@Unit': 'celcius', '#text': '29.2'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '31.4'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.3'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '28.3'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '3.2'}, 'RelativeHumidity': {'@Unit': '%', '#text': '77'}, 'WindDirection': {'@Unit': 'degree', '#text': '260'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '6'}, 'Rainfall': {'@Unit': 'mm', '#text': '25.00'}}"
48566,เกาะลันตา,KO LANTA,กระบี่,"{'@Unit': 'decimal degree', '#text': '7.53333'}","{'@Unit': 'decimal degree', '#text': '99.05000'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.71'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.6'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '29.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.9'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '24.2'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-2.6'}, 'RelativeHumidity': {'@Unit': '%', '#text': '86'}, 'WindDirection': {'@Unit': 'degree', '#text': '270'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '11'}, 'Rainfall': {'@Unit': 'mm', '#text': '16.10'}}"
48563,กระบี่,KRABI,กระบี่,"{'@Unit': 'decimal degree', '#text': '8.10361'}","{'@Unit': 'decimal degree', '#text': '98.97528'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.83'}, 'Temperature': {'@Unit': 'celcius', '#text': '25.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '30.0'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.1'}, 'MinTemperature': {'@Unit': 'celcius'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.0'}, 'RelativeHumidity': {'@Unit': '%', '#text': '98'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '10.00'}}"
48567,ตรัง,TRANG AIRPORT,ตรัง,"{'@Unit': 'decimal degree', '#text': '7.51667'}","{'@Unit': 'decimal degree', '#text': '99.61667'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.93'}, 'Temperature': {'@Unit': 'celcius', '#text': '25.2'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '29.4'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-3.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '24.9'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.1'}, 'RelativeHumidity': {'@Unit': '%', '#text': '96'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '19.50'}}"
